repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Baltimore, The Walters Art Museum (Organisation);W.0188;;;;;0;0;;;;;;;;;;;;;1425;1445;c.1435;;https://purl.stanford.edu/fx973hx3846/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0165;;;parchment;152 ff.;145;100;;;;;;;;;;;;;1430;1450;c.1440 (c.1440-1450 ?);;https://purl.stanford.edu/kb564yr3366/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0167;;;;;;;;;;;;;;;;;;;;;;;https://purl.stanford.edu/ky597ww7858/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0192;;;;;;;;;;;;;;;;;;;;;;;https://purl.stanford.edu/dh571cx7381/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0534;;;;;;;;;;;;;;;;;;;;;;;https://purl.stanford.edu/vz074kt5152/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0764;;;;;;;;;;;;;;;;;;;;;;;https://purl.stanford.edu//iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0782;;;parchment;;0;0;;;;;;;;;;;;;1430;1460;c.1440-1450;;https://purl.stanford.edu/jw881cs8503/iiif/manifest
Baltimore, The Walters Art Museum (Organisation);W.0918;;;;;;;;;;;;;;;;;;;;;;;https://purl.stanford.edu/sy560zv0718/iiif/manifest
Karlsruhe, Badische Landesbibliothek (Organisation);Durlach 2;;;parchment;186 ff.;152;108;;;;;;;;;;;;;1520;1557;;;https://digital.blb-karlsruhe.de/i3f/v20/2981237/manifest
Fulda, Hochschul- und Landesbibliothek (Organisation);100 Aa 144;;;parchment;52 ff.;125;90;;;;;;;;;;;;;1375;1400;;Flandre (Place);https://fuldig.hs-fulda.de/viewer/rest/iiif/manifests/PPN437530361/manifest
Karlsruhe, Badische Landesbibliothek (Organisation);Donaueschingen 217;;;parchment;IV + 51 + V ff.;150;105;;;;;;;;;;;;;1470;1490;;Zwolle (Place);https://digital.blb-karlsruhe.de/i3f/v20/3433877/manifest
Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs (Organisation);1945-65-16;;;parchment;ii+170+i;142;89|110;88;57;;18;;;;;;;;;1401;1500;c.1400-1500;Flandre (Place);https://iiif.archivelab.org/iiif/1945_65_16/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 44;;1;parchment;151 + III ff;35;30;;;1;13;;;;;;;;;1486;1515;;Tours (Place);https://polona.pl/iiif/item/MTAxMzM5Nw/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 29;;1;parchment;132 + XIII ff.;205;135;;;;;;;;;;;;;1351;1400;;;https://polona.pl/iiif/item/MTA0OTgwMQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 39;;1;parchment;151 + II ff;110;80;;;;;;;;;;;;;1445;1455;;;https://polona.pl/iiif/item/MTAxNzQxMg/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 41;;1;parchment;117 + IX ff;90;60;;;;;;;;;;;;;1470;1480;;;https://polona.pl/iiif/item/MTAzNDg5OQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 42;;1;parchment;171 + IV ff;90;70;;;;;;;;;;;;;1471;1500;;;https://polona.pl/iiif/item/MTAyMTA1OQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps BOZ 129;100062783;1;parchment;130 + III ff;195;135;;;;;;;;;;;;;1451;1500;;;https://polona.pl/iiif/item/ODU0ODI2Ng/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 3308 I;;1;parchment;191 ff;195;145;;;;;;;;;;;;;1445;1455;;;https://polona.pl/iiif/item/NzQzMTk1MzQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 3314 I;;1;parchment;188 + VII ff;170;120;;;;;;;;;;;;;1445;1455;;;https://polona.pl/iiif/item/MjQ2MjU4NDY/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 3315 I;;1;parchment;177 + I ff;200;140;;;;;;;;;;;;;1401;1425;;;https://polona.pl/iiif/item/NzUwMjYwOTM/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 8083 I;;1;parchment;216 + II ff;100;70;;;;;;;;;;;;;1445;1455;;;https://polona.pl/iiif/item/ODk0MjUxODI/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 8118 I;;1;parchment;303 ff;120;80;;;;;;;;;;;;;1451;1475;;;https://polona.pl/iiif/item/NjUwODAzNDQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps 12518 I;;1;parchment;122 + IV ff;130;90;;;;;;;;;;;;;1476;1500;c.1475-1500;;https://polona.pl/iiif/item/OTQwNjAyODQ/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps akc. 12399;100124736;1;mixed;184 + V ff;120;80;;;;;;;;;;;;;1470;1475;;;https://polona.pl/iiif/item/ODEyOTU1NDU/manifest.json
Warszawa, Biblioteka Narodowa (Organisation);Rps akc. 16483;;1;parchment;5 ff;150;100;;;;;;;;;;;;;1401;1500;;;https://polona.pl/iiif/item/NTQ4Nzg3MTA/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);1216 II Rkps;;1;parchment;334 pp + II ff;210;150;;;;;;;;;;;;;1426;1450;;;https://polona.pl/iiif/item/NDI1MzcxNzA/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);1217 II Rkps;;1;mixed;230 pp + III ff;215;150;;;;;;;;;;;;;1501;1550;;Lons-le-Saunier (Place);https://polona.pl/iiif/item/Njg1MzQzNTI/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);1550 I Rkps.;;1;parchment;178 + IV ff;105;80;;;;;;;;;;;;;1480;1520;;;https://polona.pl/iiif/item/NDI1MzcxODY/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2389 I Rkps.;;1;parchment;374 pp + II ff;65;45;;;;;;;;;;;;;1376;1425;;;https://polona.pl/iiif/item/NDI1MzcyMzk/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2390 I Rkps.;;1;parchment;538 pp + II ff;90;60;;;;;;;;;;;;;1451;1500;;;https://polona.pl/iiif/item/NDI1MzcyNDA/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2416 I Rkps.;;1;parchment;284 pp + IV ff;155;105;;;;;;;;;;;;;1451;1500;;;https://polona.pl/iiif/item/NDI1MzcyNDU/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2420 I Rkps.;;1;parchment;304 pp + IV ff;170;120;;;;;;;;;;;;;1501;1525;;;https://polona.pl/iiif/item/NDI1MzcxOTE/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2421 I Rkps.;;1;parchment;250 pp + I f;175;130;;;;;;;;;;;;;1401;1425;;;https://polona.pl/iiif/item/NDI1MzcxOTM/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2617 I Rkps.;;1;parchment;132 pp + VI ff;170;120;;;;;;;;;;;;;1501;1550;;;https://polona.pl/iiif/item/NDI1MzcxOTY/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2943 II Rkps;;1;parchment;130 + XIV ff.;195;140;;;;;;;;;;;;;1400;1430;c.1410-1420;;https://polona.pl/iiif/item/NjI5MzkwNTk/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2944 II Rkps.;;1;parchment;282 pp + I f;190;130;;;;;;;;;;;;;1460;1480;;;https://polona.pl/iiif/item/NjI5MzkwNjQ/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2945 II Rkps.;;1;parchment;258 pp + VI ff;215;155;;;;;;;;;;;;;1500;1525;;;https://polona.pl/iiif/item/NDI1MzcyMDU/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2946 I Rkps.;;1;parchment;271 + II ff;175;120;;;;;;;;;;;;1463;;;;;https://polona.pl/iiif/item/NjM2MjA5MDA/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2947 I Rkps.;;1;parchment;444 pp. + IV ff.;120;80;;;;;;;;;;;;;1480;1500;c.1490;;https://polona.pl/iiif/item/NDI1MzcyMDY/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2948 I Rkps.;;1;parchment;324 pp + II ff;120;90;;;;;;;;;;;;;1466;1500;;;https://polona.pl/iiif/item/NDI1MzcyMDc/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2949 I Rkps.;;1;parchment;208 ff;140;100;;;;;;;;;;;;;1460;1490;;;https://polona.pl/iiif/item/NDI1MzcyMDg/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);2951 I Rkps.;;1;parchment;314 pp + II ff;105;70;;;;;;;;;;;;;1480;;;;https://polona.pl/iiif/item/NDI1MzcyMDk/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3021 I Rkps.;;1;parchment;332 pp + IV ff;80;60;;;;;;;;;;;;;1430;1450;;;https://polona.pl/iiif/item/NDI1MzcyMTE/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3022 I Rkps.;;1;parchment;156 pp + IV ff;100;65;;;;;;;;;;;;;1440;1490;c.1450-1480;;https://polona.pl/iiif/item/NDI1MzcyMTQ/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3024 I Rkps.;;1;parchment;218 ff;155;115;;;;;;;;;;;;1448;;;;;https://polona.pl/iiif/item/Njg1MzQzNTE/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3091 I Rkps.;;1;parchment;180 ff.;180;135;;;;;;;;;;;;1468;;;;;https://polona.pl/iiif/item/NjMwNDc0NjY/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3117 I Rkps.;;1;parchment;306 pp + VI ff;165;110;;;;;;;;;;;;;1485;1500;;;https://polona.pl/iiif/item/NDI1MzcyNjE/manifest.json
Kraków, Muzeum Narodowe, Biblioteka Czartoryskich (Organisation);3121 I Rkps.;;1;parchment;378 pp + I f;150;105;;;;;;;;;;;;;1300;1320;;;https://polona.pl/iiif/item/NDI1MzcyMjM/manifest.json
Wroc?aw, Biblioteka Uniwersytecka we Wroc?awiu (Organisation);Ms I Q 253;;1;parchment;131 ff;185;135;;;;;;;;;;;;;1401;;;;https://glam.uni.wroc.pl/iiif/RKP_I_Q_253_31610/manifest
St. Gallen, Kantonsbibliothek, Vadianische Sammlung (Organisation);VadSlg Ms 327;;1;parchment;72 ff.;180;130;;;;;;;;;;;;;1430;1470;c. 1440-1460;Brugge (Place);https://www.e-codices.ch/metadata/iiif/vad-0327/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3258;;;;;;;;;;;;;;;;;;;;;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10463253t/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3260;;;parchment;130 ff.;215;150;130;80;1;;;;;;;;Enluminé par un ou deux artistes anonymes. 18 peintures, 23 miniatures, lettres ornées, bouts de lignes.;;1480;1490;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013837f/manifest.json
Martin, Slovenská národná knižnica (Organisation);ex LAMS 1766/2399;;1;parchment;164 ff.;112;75;;;;;;;;;;;;;1400;1500;;;https://www.loc.gov/item/2021668025/manifest.json
Collegeville (Minn), Saint John's University Library, Rare Book Collection (Organisation);SJU Ms. 1;;;parchment;131 ff. (- f. 16) (CCLL)|131 f.;165;120;98;69;1;;;;;;;;;;1470|1451;1480|1500;;Lyon (Place);https://www.vhmml.org/image/manifest/510541
Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collections (Organisation);Gavin Ms. 2;;;parchment;151 ff.|151 f.|143 f.;158|164;114|104;90|82;65|57;1;;;;;;;;;;1470|1490;1480|1510;;Rouen (Place)|Flandre (Place);https://www.vhmml.org/image/manifest/510549
Collegeville (Minn), Saint John's University. Arca Artium Rare Book Collection (Organisation);Kacmarcik Ms. 16;;;parchment;116 pages|116 p.;155;130;;;;;;;;;;;;1609;;;;Kirchheim am Ries (Place);https://www.vhmml.org/image/manifest/510586
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 30;;;parchment;162 ff.|162 f.;185;120|112;;;1;15;15;;;;;;;1475;;;;France, Nord (Place);https://www.vhmml.org/image/manifest/519223
Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collections (Organisation);Bean Ms. 1;;;parchment;170 ff.|170 f.;196;140;95;67;1;;;;;;;;;;1425;1475;;Paris (Place);https://www.vhmml.org/image/manifest/510545
Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collections (Organisation);Bean Ms. 2;;;parchment;219 ff.|219 f.;120;92;59;39;1;;;;;;;;;;1450|1451;1475;;Rouen (Place);https://www.vhmml.org/image/manifest/510546
Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collections (Organisation);Gavin Ms. 1;;;parchment;204 ff. (xiii + 191 ff.)|204 f.;160;120;85;55;1;;;;;;;;;;1425;1450;;Paris (Place);https://www.vhmml.org/image/manifest/510548
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 28;;;parchment;107 ff.|107 f.;155;125;;;1;15;15;;;;;;;1475;1460;1490;;France, Centre (Place);https://www.vhmml.org/image/manifest/519221
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 29;;;parchment;162 ff.|162 f.;230;160;;;1;17;17;;;;;;;1525;;;;France, Nord (Place);https://www.vhmml.org/image/manifest/519222
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 64;;;parchment;152 ff.|152 f.;170;125;;;1;14;14;;Textualis;;;;;;1401;1425;;Paris (Place);https://www.vhmml.org/image/manifest/519229
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 27;;;parchment;119 ff.|119 f.;147;105;;;1;18;18;;;;;;;1450;1441;1460;;England (Place);https://www.vhmml.org/image/manifest/519220
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 65;;;parchment;132 ff.|132 f.;175;130;;;1;18;18;;Textualis;;;;;;1475|1476;1500;;France, Nord (Place);https://www.vhmml.org/image/manifest/519225
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 67;;;parchment;127 ff. (CCLL);135;100;;;1;14;14;;Textualis;;;;;;1480;1500;c.1490;Flandre (Place);https://www.vhmml.org/image/manifest/519227
Collegeville (Minn), Saint John's University. Arca Artium Rare Book Collection (Organisation);Kacmarcik Ms. 2;;;;143 ff.;164;104;82;57;;;;;;;;;;;1490;1510;;Rouen (Place);https://www.vhmml.org/image/manifest/510543
Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collections (Organisation);BX2080.C37 1518;;;parchment;80 ff.|80 f.;198;130;;;;;;;;;;;;1518;;;;Paris (Place);https://www.vhmml.org/image/manifest/533818
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 31;;;parchment;147 f.|147 ff.;150;103;120;105;1;22;;;;;;;;;1519;1525;;France (Place);https://www.vhmml.org/image/manifest/519224
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);s.n.;;;parchment;112 ff.;147;105;;;1;18;;;;;;;;;1451;1500;;France (Place)|France (Place);https://www.vhmml.org/image/manifest/519230
Saint Benedict (Oregon), Mount Angel Abbey Library (Organisation);MS 78;;;parchment|paper;102 f.;;;;;;;;;;;;;;1520;;;;Paris (Place);https://www.vhmml.org/image/manifest/519228
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);575 Bis réserve;100108766;;parchment;1 f.;180|148;122|110;;;;;;;Textualis;Formata;;;;;1440;1460;c.1450;Rouen (Place)|Flandre (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55009272b/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3197 (Miniature);;;;;;;;;;;;;;;;;;;;;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154659/manifest.json
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);712.1;;;;1 f.;158;101;;;;;;;;;;;;;1385;1415;;France (Place);https://collections.library.yale.edu/manifests/10543757
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0375;;;parchment;97 ff.;125;85;83;50;;26;;26;Humanistique;;1;Written by a single scribe in a precise humanistic script similar in style to that of Geoffroy Tory (1480-1533).;;;1501;1520;;Paris (Place);https://collections.library.yale.edu/manifests/2014402
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0390;;;parchment;26 ff.;201;147;135;85;;26;;26;Textualis;;;"Written in gothic bookhand; ff. 1r, 1v, 4r, and 4v added in the third quarter of the fourteenth century by Jean L'Avenant.";;;1326;1375;;Paris (Place);https://collections.library.yale.edu/manifests/2002815
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0411;;;parchment;149 ff.;192;123;125;68;;22;;22;Textualis;;1;;;;1501;1520;;Paris (Place);https://collections.library.yale.edu/manifests/2029198
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0434;;;parchment;187 ff.;164;111;91;57;;19;;19;Textualis;;;;;;1465;1495;"c.1475-1485; c.1500-1510";Delft (Place);https://collections.library.yale.edu/manifests/10269834
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0436;;;parchment;109 ff.;188;120;121;68;;33;;33;Cursiva;;;;;;1475;1500;;France (Place);https://collections.library.yale.edu/manifests/2001877
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0482.123;;;parchment;3 ff.;124;89;68;45;;16;;;;;;Written in a hybrid gothic script mixing elements of littera bastarda and littera cursiva formata;;;1480;1500;c.1480-1500;France (Place);https://collections.library.yale.edu/manifests/2004094
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0482.124;;;;1 f.;118;83;83;50;;15;;;;;;;;;1401;1500;;Deutschland (Place);https://collections.library.yale.edu/manifests/2004095
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0483.2;;;;1 f.;165;122;95;60;;15;;;;;;;;;1401;1500;;France (Place);https://collections.library.yale.edu/manifests/2004116
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0483.3;;;;1 f.;185;138;108;74;;18;;;;;;;;;1401;1500;;France (Place);https://collections.library.yale.edu/manifests/2004117
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0483.4;;;;1 f.;130;93;88;63;;14;;;;;;;;;1401;1500;;France, Nord (Place);https://collections.library.yale.edu/manifests/2004118
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0483.21;;;;1 f.;169;125;86;59;;14;;;;;;;;;1401;1500;;France, Nord (Place);https://collections.library.yale.edu/manifests/2004130
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.3;;;;1 f.;96;69;;;;;;;;;;;;;1401;1500;;France, Nord (Place);https://collections.library.yale.edu/manifests/10520816
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.5;;;;1 f.;245;170;170;105;;19;;;;;;;;;1281;1420;;England (Place);https://collections.library.yale.edu/manifests/10520819
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.6;;;;1 f.;152;100;113;55;;25;;;;;;;;;1481;1500;;France (Place);https://collections.library.yale.edu/manifests/17451918
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.9;;;;11 ff.;170;115;83;61;;18;;;;;;;;;1401;1500;;Utrecht (Place);https://collections.library.yale.edu/manifests/10520823
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.10;;;;1 f.;170;115;;;;;;;;;;;;;1401;1500;;Utrecht (Place);https://collections.library.yale.edu/manifests/10520825
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0525.12;;;;2 ff.;185;150;86;63;;19;;;;;;;;;1401;1500;;Nederland (Place);https://collections.library.yale.edu/manifests/10520827
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0630;;;parchment;3 ff.;183;120;105;61;;22;;22;Cursiva;;;;;;1451;1500;;France (Place);https://collections.library.yale.edu/manifests/9998914
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0631;;;parchment;1 f.;180;112;106;64;;16;;16;Cursiva;;;;;;1475;1500;;Paris (Place);https://collections.library.yale.edu/manifests/9998661
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0689;;;parchment;;;;;;;;;;;;;;;1436;;;;Normandie (Place);https://collections.library.yale.edu/manifests/9998956
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0756;;;parchment;137 ff.;160;115;128;80;;18;;18;Textualis;;2;Copied mainly by one hand writing Northern Textualis Formata in two sizes with Central European features. A second less formal hand copied ff. 29r, lines 11-18 and 30r-31v, i.e. the beginning of art. 2. Musical notation in Nota Quadrata.;;1531;;;;Bra?ov (Place);https://collections.library.yale.edu/manifests/10923620
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0804.16;;;;1 f.;136;98;;;;;;;;;;;;;1351;1375;;England (Place);https://collections.library.yale.edu/manifests/11872848
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Osborn a44;;;parchment;236 ff.;180;120;;;;;;;;;;;;;1380;1430;;London (Place);https://collections.library.yale.edu/manifests/10520306
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Takamiya MS 100;;;;181 f.;174;110;;;;;;;;;;;;;1401;1420;;England (Place);https://collections.library.yale.edu/manifests/16371268
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Takamiya MS 143;100128111;;parchment;;168;105;;;1;17;;;Textualis;;;;5 illuminated initials with decorative extensions and decorative line fillers, with gilt.;;;;c. 1330 or c. 1348;England (Place);https://collections.library.yale.edu/manifests/16701098
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Takamiya MS 142;;;;1 f.;65;85;;;;;;;;;;;;;1276;1325;[ca. 1300];Flandre (Place);https://collections.library.yale.edu/manifests/16700283
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Takamiya MS 101;;;;1 f.;221;146;;;1;17;;;;;;;;;1460;1480;;Belgique (Place);https://collections.library.yale.edu/manifests/16371269
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Takamiya MS 111;;;;1 f.;119;79;;;;;;;Humanistique;;;;;;1480;1489;;;https://collections.library.yale.edu/manifests/16692035
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 1210;;;;;;;;;;;;;;;;;;;;;;;https://collections.library.yale.edu/manifests/15763578
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0019;;;parchment;19 ff.;152;113;73;53;;11;;11;Textualis;;1;;;;1351;1400;;France (Place);https://collections.library.yale.edu/manifests/11684574
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0032;;;parchment;43 ff.;135;102;72;52;;18;;18;Textualis;;1;;3-, 2-, and 1-line initials with very fine penwork: gold with dark blue penwork or blue with red penwork. 1-line initials within the text black with one or two red strokes. Line fillers: blue cables. Rubrics in orange-tinted red.;;1401;1500;;Utrecht (Place);https://collections.library.yale.edu/manifests/2013547
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0191;;;parchment;210 ff.;189;120;147;94;;16;;16;Praegothica;;1;Written by a single scribe in well formed late caroline minuscule, above the top line. Marginal notes, some with neumes above them (e.g. ff. 63v, 65r), in several later hands have been partially lost due to trimming.;;;1190;1200;;Trier (Place);https://collections.library.yale.edu/manifests/2013550
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0218;;;parchment;186 ff.;120;90;70;52;;14;;14;Hybrida;;2;"Written in a neat batarde by two scribes: Scribe 1, ff. 1r-17v; Scribe 2, ff. 19r-186r.";;;1460;1480;c.1470;Flandre (Place);https://collections.library.yale.edu/manifests/2013366
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0310;;;parchment;162 ff.;225;157;135;86;;20;;20;Textualis;;;;;;1450;1480;c.1460-1470;Brugge (Place);https://collections.library.yale.edu/manifests/9998587
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0360;;;parchment;194 ff.;123;83;79;51;;22;;22;Textualis;;;;;;1401;1420;;England (Place);https://collections.library.yale.edu/manifests/10269839
New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library (Organisation);Beinecke MS 0748.2;;;;1 f.;211;153;;;;;;;;;;;;;;;;;https://collections.library.yale.edu/manifests/10520310
Philadelphia, Temple University Library, Special Collections Research Center (Organisation);(SPC) MSS 133;;;;ii+124+ii;112;75;112;71;;17;;;;;;;;;1451;1500;second half 15th century;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3qj7821c/manifest
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 24;;;;v+187+ii;200;134;120;80;;13;;;;;;;;;1426;1450;Second quarter 15th century;Hainaut (Place);https://iiif.archivelab.org/iiif/BMC_MS24/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 25;;;;"ii+162+i;";143;102;80;57;;15;;;;;;;;;1476;1500;Fourth quarter 15th century;Piemonte (Place);https://iiif.archivelab.org/iiif/BMC_MS25/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 26;;;;i+72+i;178;114;112;65;;20;;;;;;;;;1446;1455;Mid-15th century;Bruxelles (Place);https://iiif.archivelab.org/iiif/BMC_MS26/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 27;100085278;;;i+97+i;186;140;122;76;;25;;;;;;;;;1426;1450;Second quarter 15th century;Flandre (Place);https://iiif.archivelab.org/iiif/BMC_MS27/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 30;;;;i+93+i;204;146;100;73;;14;;;;;;;;;1446;1455;Mid-15th century;France, Nord (Place);https://iiif.archivelab.org/iiif/BMC_MS30/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 32;;;;76;150;108;95;55;;18;;;;;;;;;1446;1455;Mid-15th century;Brugge (Place);https://iiif.archivelab.org/iiif/BMC_MS32/manifest.json
