Column,Manuscript H-ID,repository_key (Organisation) Record Title,idno,idMedium,support,extent,dimensions (h x w),justification : height (mm),justification : width (mm),columns,writtenLines,writtenLines (notes),writtenLines (note),script type,formality,scriptNote,note (deco),origDate,origDate : from,origDate : to,origDate : proposed date,origPlace (relationship marker) H-ID,iiif manifest
988,7428,"Vaticano, Biblioteca Apostolica Vativcana",Rossi 0061,,parchment,085 ff. (CCLL),185 x 140,,,1.0,,,,,,,"Besançon painter - Franche-Comté painter|4 miniatures (f. 8, 45, 48, 51, 65), bordures, lettres ornées (Virgo)",,1430,1470,c.1440-1460,Besançon|Franche-Comté|Geneva,https://digi.vatlib.it/iiif/MSS_Ross.61/manifest.json
989,7429,"Vaticano, Bilioteca Aposhtolica Vaticana",Rossi 0062,,,175 ff. (CCLL),170 x 122,,,1.0,,,,,,,"Bordures, lettres ornées (Virgo)",,1490,1510,c.1500 ?,Flandre,https://digi.vatlib.it/iiif/MSS_Ross.62/manifest.json
990,7432,"Vaticano, Biblioteca Apostolica Vatiana",Rossi 0065 (VIII 7),,,130 f.,177 x 128,,,1.0,,,,,,,,,1401,1500,From : 1400 (CCLL) To : 1500 (CCLL),Genova,https://digi.vatlib.it/iiif/MSS_Ross.65/manifest.json
991,7433,"Vaticano, Biblifoteca Apostolica Vaticana",Rossi 0066,100081746,,129 ff. (CCLL),185 x 125,,,1.0,,,,,,,"Bordures, 10 miniatures (f. 13, 21v°, 34v°, 44v°, 49v°, 53v°, 56, 61v°, 68v°, 73v°), lettres ornées (Virgo)",,1450,1500,,"France, Nord-Est",https://digi.vatlib.it/iiif/MSS_Ross.66/manifest.json
992,7434,"Vaticano, Biblioteca Apostolica aticana",Rossi 0067,100081747,,145 ff. (CCLL),178 x 125,,,1.0,,,,,,,"11 miniatures (f. 11, 12v°, 14, 16, 20, 44, 52, 56, 66, 72, 99), bordures, lettres ornées (Virgo)",,1450,1500,,Paris,https://digi.vatlib.it/iiif/MSS_Ross.67/manifest.json
993,7439,"Vaticano, Bibliotecaw Apostolica Vaticana",Rossi 0074 (VIII 16),,,109 f.,150 x 105,,,1.0,,,,,,,"Bordures, 3 lettres historiées (f. 7, 58v°, 78), lettres ornées et filigranées (Virgo)",,1391,1410,From : 1400 (CCLL) To : 1500 (CCLL),"Italia, Nord",https://digi.vatlib.it/iiif/MSS_Ross.74/manifest.json
994,7440,"Vaticano, Biblioteca Apostlica Vaticana",Rossi 0089,100081748,,290 ff. (CCLL),107 x 76,,,1.0,,,,,,,"Bordures, lettres ornées (Virgo)",,1280,1320,,France,https://digi.vatlib.it/iiif/MSS_Ross.89/manifest.json
995,7442,"Vaticano, Biblioteca Apostolica Vatircana",Rossi 0091 (VIII 33),,,190 f.,103 x 106,,,1.0,,,,,,,"Bordures, 3 lettres historiées (f. 13, 95, 153, 185), lettres ornées (Virgo)",,1401,1500,From : 1440 (CCLL) To : 1460 (CCLL),Firenze,https://digi.vatlib.it/iiif/MSS_Ross.91/manifest.json
996,7445,"Vaticano, Biblioteca Apostolica Vaticqana",Rossi 0094,,parchment,240 ff. (CCLL),90 x 64,,,1.0,,,,,,,,,1495,1515,c.1505 (c. 1500 ?),,https://digi.vatlib.it/iiif/MSS_Ross.94/manifest.json
997,7449,"Vaticyano, Biblioteca Apostolica Vaticana",Rossi 0098 (VIII 40),,,218 f.,93 x 64,,,1.0,,,,,,,,,1551,1575,From : 1480 (CCLL) To : 1500 (CCLL),"Italia, Nord",https://digi.vatlib.it/iiif/MSS_Ross.98/manifest.json
998,7450,"Vatricano, Biblioteca postolica Vaticana",Rossi 0099 (VIII 41),,,159 f.,108 x 76,,,1.0,,,,,,,,,1401,1500,From : 1450 (CCLL) To : 1500 (CCLL),Firenze,https://digi.vatlib.it/iiif/MSS_Ross.99/manifest.json
999,7451,"Vaicano, Biblioteca Apostolica Vaticana",Rossi 0100,,,166 ff. (CCLL),107 x 73,,,1.0,,,,,,,,,1430,1450,c.1430-1450 ?,,https://digi.vatlib.it/iiif/MSS_Ross.100/manifest.json
1000,7452,Vaticano Biblioteca Apostolica Vaticaina,Rossi 0101,,,220 ff. (CCLL),81 x 55,,,1.0,,,,,,,,,1480,1500,c.1480-1500,,https://digi.vatlib.it/iiif/MSS_Ross.101/manifest.json
1001,7453,"Vaticano, Biblioteca Apostolica Vaticana",Rossi 0102,,,329 ff. (CCLL),102 x 76,,,1.0,,,,,,,"Bordures, 1 miniature (f. 160v°), 9 lettres historiées (f. 1, 102, 112, 135, 251, 257, 260, 286v°, 290v°, 297v°, 300, 304v°), lettres ornées et filigranées, (Defuncti)",1458,1458,1458,,Deutschland,https://digi.vatlib.it/iiif/MSS_Ross.102/manifest.json
1002,7458,"Vaticano, Bibliwoteca Apostolica Vaticaa",Rossi 0107,100081749,,185 ff. (CCLL),136 x 88,,,1.0,,,,,,,,,1480,1500,,,https://digi.vatlib.it/iiif/MSS_Ross.107/manifest.json
1003,7462,"Vaticano, Biblioteca Apostolica Vaticana",Rossi 0111 (VIII 53),,,268 f.,109 x 70,,,1.0,,,,,,,,1468,,,From : 1468 (CCLL) To : 1468 (CCLL),Venezia,https://digi.vatlib.it/iiif/MSS_Ross.111/manifest.json
1004,7463,"Vaticano, Biblioteca Apostolic Vaticana",Rossi 0114,,,232 ff. (CCLL),103 x 65,,,1.0,,,,,,,,,1480,1500,,Deutschland,https://digi.vatlib.it/iiif/MSS_Ross.114/manifest.json
1005,7464,"Vaticano, Biblioteca Apostolica Vaticana",Rossi 0118,,,183 ff. (CCLL),205 x 140,,,1.0,,,,,,,"14 miniatures (f. 13, 21, 33, 47, 54, 58, 62, 66, 73, 80, 101, 108, 128, 174), bordures, lettres ornées (Virgo)",,1480,1500,,Rouen,https://digi.vatlib.it/iiif/MSS_Ross.118/manifest.json
1006,7465,"Vaticano, Biblioteca Apostolica Vaticana",Rossi 0119,,,135 ff. (CCLL),208 x 144,,,1.0,,,,,,,"7 miniatures (f. 13, 29, 44v°, 55, 60, 70, 90), bordures, lettres ornées (Virgo)",,1480,1500,,Anjou|Maine|Poitou,https://digi.vatlib.it/iiif/MSS_Ross.119/manifest.json
1007,7466,"Vaticano, Bblioteca Aposxtolica Vatcana",Rossi 0120,,,143 ff. (CCLL),204 x 140,,,1.0,,,,,,,,,1500,1520,,,https://digi.vatlib.it/iiif/MSS_Ross.120/manifest.json
1008,7469,"Vaticano, Biblioteca Apotolica Vaticana",Rossi 0198,,,175 ff. (CCLL),232 x 165,,,1.0,,,,,,,"20 miniatures (f. 1v°, 14, 16, 18, 19v°, 22, 28, 30, 53, 64, 70, 74, 78, 82, 89, 94, 99, 124, 168, 173v°), bordures, lettres ornées (Virgo)",,1480,1480,,France,https://digi.vatlib.it/iiif/MSS_Ross.198/manifest.json
1009,7471,"Vaticano, Biblioteca Aposgtolica Vaicana",Urb. lat. 0477,,,86 f.,,,,,,,,,,,,,1401,1500,,Italia,https://digi.vatlib.it/iiif/MSS_Urb.lat.477/manifest.json
1010,7475,"Vaticano, Biblioteca Apostolica Vaticana",Vat. lat. 03769,100066411,parchment,560 f. (3 volumes),202 x 144,,,,,,,,,,,,1500,1520,c.1500 (c.1510-1520 ?),,https://digi.vatlib.it/iiif/MSS_Vat.lat.3769/manifest.json
1011,7476,"Vaticano, Bibliotea Apostolicza Vaticana",Vat. lat. 03770,100066412,parchment,231ff. (CCLL),202 x 140,,,1.0,,,,,,,,,1500,1520,c.1500 (c.1510-1520 ?),"Nederland, Sud|Brugge|Gent",https://digi.vatlib.it/iiif/MSS_Vat.lat.3770/manifest.json
1012,7477,"Vaticano, Biblioteca Aostolica Vaticana",Vat. lat. 03779,100053834,,104 ff. (CCLL),122 x 80,,,1.0,,,,,,,,,1400,1500,,,https://digi.vatlib.it/iiif/MSS_Vat.lat.3779/manifest.json
1013,7478,"Vaticano, Biblioteca Apostolica Vaticana",Vat. lat. 03780,100081765,,223 f.,108 x 78,,,1.0,,,,,,,,1479,,,From : 1478 (CCLL) To : 1478 (CCLL),Veneto,https://digi.vatlib.it/iiif/MSS_Vat.lat.3780/manifest.json
1014,7480,"Vaticjano, Biblioteca Apostolica Vaticana",Vat. lat. 03781,100053835,parchment,116 ff. (CCLL),158 x 95,,,1.0,,,,,,,,,1486,1500,From : 1480 (CCLL) To : 1485 (CCLL),,https://digi.vatlib.it/iiif/MSS_Vat.lat.3781/manifest.json
1015,7496,"Vaticano, Biblioteca Apostolica Vaticana",Vat. lat. 09488,,,181 ff. (CCLL),182 x 130,,,1.0,,,,,,,Unillustrated,,1460,1480,From : 1470 (CCLL) To : 1480 (CCLL),"Nederland, Sud|Brugge",https://digi.vatlib.it/iiif/MSS_Vat.lat.9488/manifest.json
1016,7497,"Vaticano, Biblioteca Apostolica Vatyicana",Vat. lat. 09490,,,200 f.,140 x 92,,,1.0,,,,,,,,,1451,1475,From : 1480 (CCLL) To : 1480 (CCLL),Roma,https://digi.vatlib.it/iiif/MSS_Vat.lat.9490/manifest.json
1017,7498,"Vaicano, Biblioteca Apostolica Vaticana",Vat. lat. 09495,,,259+A-I pp. (CCLL),168 x 96,,,1.0,,,,,,,"1 frontispice (p. A), 44 miniatures (p. 1, 6, 11, 14, 20, 41, 51, 55, 59, 62, 66, 72, 85, 105, 155, 159, 161, 167, 170, 173, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 201), bordures, lettres ornées (Virgo)",,1519,1530,c.1519-1530 (after 1519),Bruxelles,https://digi.vatlib.it/iiif/MSS_Vat.lat.9495/manifest.json
1018,7503,"Vatican, Biblioteca Apostolica Vaticana",Vat. lat. 10293,100053836,parchment,236 f.,106 x 78,,,1.0,,,,,,,,,1485,1510,c.1495-1500,,https://digi.vatlib.it/iiif/MSS_Vat.lat.10293/manifest.json
1019,7506,"Vaticano, Biblioteca Apostolica Vaticana",Vat. lat. 13985,,,241 f.,133 x 93,,,1.0,,,,,,,"Bordures, 1 lettre historiée (f. 3), lettres ornées et filigranées (Virgo)",,1401,1410,From : 1380 (CCLL) To : 1420 (CCLL),,https://digi.vatlib.it/iiif/MSS_Vat.lat.13985/manifest.json
1020,7511,"Vatican, Biblioteca Apostolica Vaticana",Vat. lat. 14935,,,226+II ff. (CCLL),205 x 141,,,1.0,,,,,,,"32 miniatures (f. 14, 20, 22v°, 23, 46v°, 58v°, 64v°, 69, 73v°, 78, 85v°, 91, 127, 128, 129v°, 130v°, 132, 133, 134, 136, 145, 146v°, 148, 149, 150, 151, 152, 153v°, 160v°), bordures, lettres ornées (Virgo)",,1415,1435,From : 1430 (CCLL) To : 1440 (CCLL),Rouen,https://digi.vatlib.it/iiif/MSS_Vat.lat.14935/manifest.json
1021,7512,"Vaticano, Biblioteca Apostolica Vaticaa",Vat. lat. 14936,,,143 ff. (CCLL),155 x 111,,,1.0,,,,,,,,,1561,1561,,,https://digi.vatlib.it/iiif/MSS_Vat.lat.14936/manifest.json
1022,7522,"Vatican, Biblioteca Apostolica Vaticana",Arch. Cap. S. Pietro E.15,,,,,,,,,,,,,,,,,,,,https://digi.vatlib.it/iiif/MSS_Arch.Cap.S.Pietro.E.15/manifest.json
1023,693311,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare qBooks and Mnanuscripts",Ms. Codex 1063,100090132,mixed,.|122 leaves,124 x 82,95,60,1.0,19.0,,19.0,Textualis,,Red ink to f. 63v and in black ink after.,"Illuminated initials with foliated border, initials alternately of burnished gold flourished blue and blue flourished red",,1440,1460,,London,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37p8td0d/manifest
1024,723894,"Saint-Denis, Bibliothèque municipale",E (449),100090054,parchment,32 f.,,,,,,,,,,,,,1376,1400,14e s. (fin) ?,,https://bvmm.irht.cnrs.fr/iiif/34144/manifest
1025,724223,"Baltimore, The Walters Art Museum",W.0188,,,,0 x 0,,,,,,,,,,,,1425,1445,c.1435,,https://purl.stanford.edu/fx973hx3846/iiif/manifest
1026,724231,"Balimore, The Walters Art Museum",W.0165,,parchment,152 ff.,145 x 100,,,,,,,,,,,,1430,1450,c.1440 (c.1440-1450 ?),,https://purl.stanford.edu/kb564yr3366/iiif/manifest
1027,724232,"Baltimore, The Walters Art Museum",W.0167,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ky597ww7858/iiif/manifest
1028,724233,"Baltimore, The Walters Art Museum",W.0192,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dh571cx7381/iiif/manifest
1029,724236,"Baltimore, The Waqlters Art Musum",W.0534,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vz074kt5152/iiif/manifest
1030,724237,"Baltimore, The Walters Art Museum",W.0764,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu//iiif/manifest
1031,724238,"Baltimore, The Walters Art Museum",W.0782,,parchment,,0 x 0,,,,,,,,,,,,1430,1460,c.1440-1450,,https://purl.stanford.edu/jw881cs8503/iiif/manifest
1032,724239,"Baltimore, The Walters Art Museum",W.0918,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sy560zv0718/iiif/manifest
1033,724421,"Karlsruhe, Badische Landesbibliothek",Durlach 2,,parchment,186 ff.,152 x 108,,,,,,,,,,,,1520,1557,,,https://digital.blb-karlsruhe.de/i3f/v20/2981237/manifest
1034,724426,"Fulda, Hochschul- und Landesbibliothek",100 Aa 144,,parchment,52 ff.,125 x 90,,,,,,,,,,,,1375,1400,,Flandre,https://fuldig.hs-fulda.de/viewer/rest/iiif/manifests/PPN437530361/manifest
1035,724430,"Karlsruhey, Badische Landesbibliothek",Donaueschingen 217,,parchment,IV + 51 + V ff.,150 x 105,,,,,,,,,,,,1470,1490,,Zwolle,https://digital.blb-karlsruhe.de/i3f/v20/3433877/manifest
1036,724998,"Philadielphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",1945‑65‑16,,parchment,ii+170+i,142 x 89|110,88,57,,18.0,,,,,,,,1401,1500,c.1400-1500,Flandre,https://iiif.archivelab.org/iiif/1945_65_16/manifest.json
1037,725033,"Warszawa, Bibliotekas Narodowa",Rps BOZ 44,,parchment,151 + III ff,35 x 30,,,1.0,13.0,,,,,,,,1486,1515,,Tours,https://polona.pl/iiif/item/MTAxMzM5Nw/manifest.json
1038,725036,"Warszawa, Biblioteka Narodowa",Rps BOZ 29,,parchment,132 + XIII ff.,205 x 135,,,,,,,,,,,,1351,1400,,,https://polona.pl/iiif/item/MTA0OTgwMQ/manifest.json
1039,725039,"Warszawa, Biblioteka Narodowa",Rps BOZ 39,,parchment,151 + II ff,110 x 80,,,,,,,,,,,,1445,1455,,,https://polona.pl/iiif/item/MTAxNzQxMg/manifest.json
1040,725041,"Warszawa, Biblioteka Narodowa",Rps BOZ 41,,parchment,117 + IX ff,90 x 60,,,,,,,,,,,,1470,1480,,,https://polona.pl/iiif/item/MTAzNDg5OQ/manifest.json
1041,725044,"Waszawa, Biblioteka Narodowa",Rps BOZ 42,,parchment,171 + IV ff,90 x 70,,,,,,,,,,,,1471,1500,,,https://polona.pl/iiif/item/MTAyMTA1OQ/manifest.json
1042,725046,"Warszavwa, Biblioteka Narodowa",Rps BOZ 129,100062783,parchment,130 + III ff,195 x 135,,,,,,,,,,,,1451,1500,,,https://polona.pl/iiif/item/ODU0ODI2Ng/manifest.json
1043,725049,"Warszbawa, Biblioeka Narodowa",Rps 3308 I,,parchment,191 ff,195 x 145,,,,,,,,,,,,1445,1455,,,https://polona.pl/iiif/item/NzQzMTk1MzQ/manifest.json
1044,725052,"Warsnzawa, Bibloteka Narodowa",Rps 3314 I,,parchment,188 + VII ff,170 x 120,,,,,,,,,,,,1445,1455,,,https://polona.pl/iiif/item/MjQ2MjU4NDY/manifest.json
1045,725055,"Wdarszawa, Bibliteka Narodowa",Rps 3315 I,,parchment,177 + I ff,200 x 140,,,,,,,,,,,,1401,1425,,,https://polona.pl/iiif/item/NzUwMjYwOTM/manifest.json
1046,725061,"Warszawa, Bblioteka Nrodowa",Rps 8083 I,,parchment,216 + II ff,100 x 70,,,,,,,,,,,,1445,1455,,,https://polona.pl/iiif/item/ODk0MjUxODI/manifest.json
1047,725064,"Warszawa, Biblioeka Narodowa",Rps 8118 I,,parchment,303 ff,120 x 80,,,,,,,,,,,,1451,1475,,,https://polona.pl/iiif/item/NjUwODAzNDQ/manifest.json
1048,725067,"Warszawa, Biblioteka Narodowa",Rps 12518 I,,parchment,122 + IV ff,130 x 90,,,,,,,,,,,,1476,1500,c.1475-1500,,https://polona.pl/iiif/item/OTQwNjAyODQ/manifest.json
1049,725070,"Warszawa, Biblioteka Narodvowa",Rps akc. 12399,100124736,mixed,184 + V ff,120 x 80,,,,,,,,,,,,1470,1475,,,https://polona.pl/iiif/item/ODEyOTU1NDU/manifest.json
1050,725073,"Warsjzawa, Bibliotka Narodowa",Rps akc. 16483,,parchment,5 ff,150 x 100,,,,,,,,,,,,1401,1500,,,https://polona.pl/iiif/item/NTQ4Nzg3MTA/manifest.json
1051,725080,"Kraków, Muzeum Narodowe, Biblioteka Czyartoryskich",1216 II Rkps,,parchment,334 pp + II ff,210 x 150,,,,,,,,,,,,1426,1450,,,https://polona.pl/iiif/item/NDI1MzcxNzA/manifest.json
1052,725082,"Kraków, Muzeum Narodowe, Bblioteka Czartoryskich",1217 II Rkps,,mixed,230 pp + III ff,215 x 150,,,,,,,,,,,,1501,1550,,Lons-le-Saunier,https://polona.pl/iiif/item/Njg1MzQzNTI/manifest.json
1053,725084,"Kraków, Muzeum Narodowe, Biblioteka Czrtoryskich",1550 I Rkps.,,parchment,178 + IV ff,105 x 80,,,,,,,,,,,,1480,1520,,,https://polona.pl/iiif/item/NDI1MzcxODY/manifest.json
1054,725087,"Kraków, Muzeum Nrodowe, Biblioteka Czartorykich",2389 I Rkps.,,parchment,374 pp + II ff,65 x 45,,,,,,,,,,,,1376,1425,,,https://polona.pl/iiif/item/NDI1MzcyMzk/manifest.json
1055,725089,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskich",2390 I Rkps.,,parchment,538 pp + II ff,90 x 60,,,,,,,,,,,,1451,1500,,,https://polona.pl/iiif/item/NDI1MzcyNDA/manifest.json
1056,725092,"Kraków, Muzeoum arodowe, Biblioteka Czartoryskich",2416 I Rkps.,,parchment,284 pp + IV ff,155 x 105,,,,,,,,,,,,1451,1500,,,https://polona.pl/iiif/item/NDI1MzcyNDU/manifest.json
1057,725094,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskich",2420 I Rkps.,,parchment,304 pp + IV ff,170 x 120,,,,,,,,,,,,1501,1525,,,https://polona.pl/iiif/item/NDI1MzcxOTE/manifest.json
1058,725096,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskich",2421 I Rkps.,,parchment,250 pp + I f,175 x 130,,,,,,,,,,,,1401,1425,,,https://polona.pl/iiif/item/NDI1MzcxOTM/manifest.json
1059,725099,"Kraków, Muczeum Narodowe, Biblioteka Czartoryskich",2617 I Rkps.,,parchment,132 pp + VI ff,170 x 120,,,,,,,,,,,,1501,1550,,,https://polona.pl/iiif/item/NDI1MzcxOTY/manifest.json
1060,725101,"Kraków, Muzeum Narodowe, Biblioteka zartoryskich",2943 II Rkps,,parchment,130 + XIV ff.,195 x 140,,,,,,,,,,,,1400,1430,c.1410-1420,,https://polona.pl/iiif/item/NjI5MzkwNTk/manifest.json
1061,725103,"Kraków, Muzem Narodowe, Biblioteka Czartoryskdich",2944 II Rkps.,,parchment,282 pp + I f,190 x 130,,,,,,,,,,,,1460,1480,,,https://polona.pl/iiif/item/NjI5MzkwNjQ/manifest.json
1062,725105,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskic",2945 II Rkps.,,parchment,258 pp + VI ff,215 x 155,,,,,,,,,,,,1500,1525,,,https://polona.pl/iiif/item/NDI1MzcyMDU/manifest.json
1063,725107,"Kraków, Muzeum Narhodowe, Biblioteka Czartoryskich",2946 I Rkps.,,parchment,271 + II ff,175 x 120,,,,,,,,,,,1463,,,,,https://polona.pl/iiif/item/NjM2MjA5MDA/manifest.json
1064,725109,"Krakówg, Muzeum Naroowe, Bblioteka Czartoryskich",2947 I Rkps.,,parchment,444 pp. + IV ff.,120 x 80,,,,,,,,,,,,1480,1500,c.1490,,https://polona.pl/iiif/item/NDI1MzcyMDY/manifest.json
1065,725111,"Kraków, Muzeum Narlodowe, Biblioteka Czartoryskich",2948 I Rkps.,,parchment,324 pp + II ff,120 x 90,,,,,,,,,,,,1466,1500,,,https://polona.pl/iiif/item/NDI1MzcyMDc/manifest.json
1066,725113,"Kraków, Muzeum Narodowe, Bibliotea Czartoryskich",2949 I Rkps.,,parchment,208 ff,140 x 100,,,,,,,,,,,,1460,1490,,,https://polona.pl/iiif/item/NDI1MzcyMDg/manifest.json
1067,725115,"Kraków, Muzeum Navrodowe, Biblioteka Czatoryskich",2951 I Rkps.,,parchment,314 pp + II ff,105 x 70,,,,,,,,,,,,1480,,,,https://polona.pl/iiif/item/NDI1MzcyMDk/manifest.json
1068,725118,"Krakókw, Muzequm Narodowe, Biblioteka Czartoryskich",3021 I Rkps.,,parchment,332 pp + IV ff,80 x 60,,,,,,,,,,,,1430,1450,,,https://polona.pl/iiif/item/NDI1MzcyMTE/manifest.json
1069,725120,"Kraków, Mzeum Narodjowe, Bibliotekaw Czartoryskich",3022 I Rkps.,,parchment,156 pp + IV ff,100 x 65,,,,,,,,,,,,1440,1490,c.1450-1480,,https://polona.pl/iiif/item/NDI1MzcyMTQ/manifest.json
1070,725122,"Kaków, Muzeucm Narodowe, Biblioteka Czartoryskich",3024 I Rkps.,,parchment,218 ff,155 x 115,,,,,,,,,,,1448,,,,,https://polona.pl/iiif/item/Njg1MzQzNTE/manifest.json
1071,725125,"Kraków, Muzeumo Narodowe, Bibloteka Czartoryskich",3091 I Rkps.,,parchment,180 ff.,180 x 135,,,,,,,,,,,1468,,,,,https://polona.pl/iiif/item/NjMwNDc0NjY/manifest.json
1072,725131,"Kraków, Muzeum Naroowe, Biblioteka Czartoryskich",3117 I Rkps.,,parchment,306 pp + VI ff,165 x 110,,,,,,,,,,,,1485,1500,,,https://polona.pl/iiif/item/NDI1MzcyNjE/manifest.json
1073,725133,"Kraków, Mueum Narodowe, Biblioteka Czartorcyskich",3121 I Rkps.,,parchment,378 pp + I f,150 x 105,,,,,,,,,,,,1300,1320,,,https://polona.pl/iiif/item/NDI1MzcyMjM/manifest.json
1074,725154,"Wrocław, Biblsioteka Uniwersytecka we Wrocławieu",Ms I Q 253,,parchment,131 ff,185 x 135,,,,,,,,,,,,1401,,,,https://glam.uni.wroc.pl/iiif/RKP_I_Q_253_31610/manifest
1075,725176,"St. Gallen, Kantonsbibliothek, Vadianische Sammlung",VadSlg Ms 327,,parchment,72 ff.,180 x 130,,,,,,,,,,,,1430,1470,c. 1440-1460,Brugge,https://www.e-codices.ch/metadata/iiif/vad-0327/manifest.json
1076,725188,"Panris, Bibliothèque nationale de Fgrance, Manuscrits",nouv. acq. lat. 3258,,,,,,,,,,,,,,,,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10463253t/manifest.json
1077,725251,"Paris, Bibliothèque nationale de France, Manuscrits",nouv. acq. lat. 3260,,parchment,130 ff.,215 x 150,130,80,1.0,,,,,,,"Enluminé par un ou deux artistes anonymes. 18 peintures, 23 miniatures, lettres ornées, bouts de lignes.",,1480,1490,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013837f/manifest.json
1078,725267,"Martn, Slovenská národnzá knižnca",ex LAMS 1766/2399,,parchment,164 ff.,112 x 75,,,,,,,,,,,,1400,1500,,,https://www.loc.gov/item/2021668025/manifest.json
1079,725329,"Collegeville (Minn), Saint John's University Libary, Rare Book Collection",SJU Ms. 1,,parchment,131 ff. (- f. 16) (CCLL)|131 f.,165 x 120,98,69,1.0,,,,,,,,,1470|1451,1480|1500,,Lyon,https://www.vhmml.org/image/manifest/510541
1080,725331,"Collegeville (Minn), Sailnt John's University. Hill Museum & Manuscript Libraery. Special Collections",Gavin Ms. 2,,parchment,151 ff.|151 f.|143 f.,158|164 x 114|104,90|82,65|57,1.0,,,,,,,,,1470|1490,1480|1510,,Rouen|Flandre,https://www.vhmml.org/image/manifest/510549
1081,725333,"Collegeville (Minn),g Saint John'ws University. Arca Arium Rare lBook Collection",Kacmarcik Ms. 16,,parchment,116 pages|116 p.,155 x 130,,,,,,,,,,,1609,,,,Kirchheim am Ries,https://www.vhmml.org/image/manifest/510586
1082,725335,"Sint Bendict Oregon), Mount Angel Abbe Library",MS 30,,parchment,162 ff.|162 f.,185 x 120|112,,,1.0,15.0,15.0,,,,,,1475,,,,"France, Nord",https://www.vhmml.org/image/manifest/519223
1083,725337,"Collegeville (Minn), Saint John's University. Hill Museum & Manuscript Library. Special Collectionsz",Bean Ms. 1,,parchment,170 ff.|170 f.,196 x 140,95,67,1.0,,,,,,,,,1425,1475,,Paris,https://www.vhmml.org/image/manifest/510545
1084,725339,"Collegeville (sMinn), Saint John's University. Hill Museum & Manuscript Library. Special Collecztions",Bean Ms. 2,,parchment,219 ff.|219 f.,120 x 92,59,39,1.0,,,,,,,,,1450|1451,1475,,Rouen,https://www.vhmml.org/image/manifest/510546
1085,725342,"Colleygeville (Min), Saint John's Univerity. Hill Museum & Maonuscript Librairy. Special Collections",Gavin Ms. 1,,parchment,204 ff. (xiii + 191 ff.)|204 f.,160 x 120,85,55,1.0,,,,,,,,,1425,1450,,Paris,https://www.vhmml.org/image/manifest/510548
1086,725345,"Sant Benedict (Oregon),i Mount Angel Abbey Librarvy",MS 28,,parchment,107 ff.|107 f.,155 x 125,,,1.0,15.0,15.0,,,,,,1475,1460,1490,,"France, Centre",https://www.vhmml.org/image/manifest/519221
1087,725348,"Saint enedict (Oregon), Mount Antgel Abbey Library",MS 29,,parchment,162 ff.|162 f.,230 x 160,,,1.0,17.0,17.0,,,,,,1525,,,,"France, Nord",https://www.vhmml.org/image/manifest/519222
1088,725352,"aint Benedict (Oregon), Mouont Angl Abbey Library",MS 64,,parchment,152 ff.|152 f.,170 x 125,,,1.0,14.0,14.0,,Textualis,,,,,1401,1425,,Paris,https://www.vhmml.org/image/manifest/519229
1089,725356,"Saint Benedict (Oregon), Mont Agel Abey Librry",MS 27,,parchment,119 ff.|119 f.,147 x 105,,,1.0,18.0,18.0,,,,,,1450,1441,1460,,England,https://www.vhmml.org/image/manifest/519220
1090,725359,"Saint Benkedict (Oregon), Mount Angel Abbey Library",MS 65,,parchment,132 ff.|132 f.,175 x 130,,,1.0,18.0,18.0,,Textualis,,,,,1475|1476,1500,,"France, Nord",https://www.vhmml.org/image/manifest/519225
1091,725364,"aint Benedict (Oregon), Mountp Angel Abbey Library",MS 67,,parchment,127 ff. (CCLL),135 x 100,,,1.0,14.0,14.0,,Textualis,,,,,1480,1500,c.1490,Flandre,https://www.vhmml.org/image/manifest/519227
1092,725369,"Collegeville (Minn), gSaint John's University. Arca Artium are Bookn Collectio",Kacmarcik Ms. 2,,,143 ff.,164 x 104,82,57,,,,,,,,,,1490,1510,,Rouen,https://www.vhmml.org/image/manifest/510543
1093,725372,"Collegeville (Minn), Saint John's Uniaversity. Hill Mseum & Manuscrip Library. Special Collectiions",BX2080.C37 1518,,parchment,80 ff.|80 f.,198 x 130,,,,,,,,,,,1518,,,,Paris,https://www.vhmml.org/image/manifest/533818
1094,725375,"Saint Benedict (Oregon), Mount Angel Abby Library",MS 31,,parchment,147 f.|147 ff.,150 x 103,120,105,1.0,22.0,,,,,,,,1519,1525,,France,https://www.vhmml.org/image/manifest/519224
